stock_id,sku
21849,MX-N031-P-15-1002-1004
25123,MX-H016-P-16-1003-1002
26104,MX-V040-P-17-1016-1010
26137,MX-N031-P-17-1022-1003
26313,MX-K023-P-17-1005-1002
27279,MX-K023-P-18-1023-1004
29848,MX-H018-P-18-1008-1002
30084,MX-V040-P-17-1028-1005
31926,MX-S035-P-15-1004-1003
31946,MX-N031-C-18-1008-1005
32905,MX-J022-P-14-1004-1003
35120,MX-V040-P-18-1028-1003
37486,MX-K023-P-16-1005-1006
39637,MX-R034-P-18-1003-1001
40163,MX-N031-P-18-1002-1002
40556,MX-V040-P-16-1016-1010
40633,MX-M026-P-17-1001-1001
44297,MX-C008-P-14-1029-1003
45503,MX-P032-P-16-1004-1007
46013,MX-V040-P-18-1016-1001
47654,MX-N031-P-15-1022-1004
48142,MX-B004-P-14-1003-1012
102861,MX-D010-P-15-1021-1003
105893,MX-J022-P-12-1004-1002
106370,MX-F012-P-14-1008-1005
107690,MX-B004-P-18-1005-1003
19069,MX-H016-P-15-1001-1004
22886,MX-V040-P-18-1021-1004
23606,MX-K023-P-16-1001-1001
24346,MX-T039-P-18-1013-1001
24919,MX-M026-P-15-1006-1005
27815,MX-K023-P-19-1003-1002
28716,MX-M026-P-18-1002-1003
30238,MX-C008-P-19-1003-1001
31064,MX-S038-P-14-1005-1004
32620,MX-V040-P-16-1028-1004
32748,MX-V040-P-14-1028-1003
32793,MX-A003-P-16-1001-1023
36182,MX-A003-P-17-1003-1008
37074,MX-V040-P-16-1016-1010
37745,MX-V040-P-15-1019-1002
40519,MX-A003-P-17-1002-1007
40924,MX-V040-P-16-1016-1003
41088,MX-F012-C-17-1012-1006
41263,MX-M026-P-15-1004-1003
42536,MX-V040-P-15-1012-1005
43114,MX-J022-P-15-1002-1004
43849,MX-N031-P-15-1002-1003
44283,MX-C008-P-16-1034-1001
45521,MX-P032-P-19-1023-1002
45845,MX-I019-P-15-1005-1002
46300,MX-M026-P-15-1006-1008
48213,MX-B004-P-12-1003-1029
102669,MX-C008-P-16-1029-1005
102718,MX-N031-P-16-1003-1004
104914,MX-H018-P-15-1007-1003
107803,MX-S038-P-13-1005-1002
110588,MX-V040-P-17-1028-1001
25885,MX-N031-P-15-1027-1002
28324,MX-S035-P-14-1004-1010
29291,MX-K023-P-16-1004-1002
30785,MX-H016-P-16-1007-1004
31176,MX-S038-P-18-1007-1004
31396,MX-H016-P-17-1006-1002
31506,MX-S038-P-17-1005-1009
31610,MX-C008-P-20-1040-1003
33431,MX-M027-P-16-1001-1003
35003,MX-M030-P-14-1001-1001
35106,MX-M026-P-15-1006-1004
35594,MX-S035-P-14-1003-1009
36293,MX-V040-P-18-1002-1002
37661,MX-F012-P-16-1013-1014
37884,MX-R034-P-17-1003-1002
39829,MX-M026-P-16-1008-1001
41708,MX-V040-P-18-1016-1005
44723,MX-R034-P-17-1011-1003
44909,MX-F012-P-16-1013-1006
45062,MX-M026-P-15-1006-1004
45662,MX-V040-P-16-1002-1004
46241,MX-C008-P-15-1003-1004
46814,MX-D010-P-16-1021-1004
48137,MX-B004-P-16-1012-1001
103147,MX-S038-P-17-1007-1003
107345,MX-C008-P-14-1035-1002
107480,MX-M030-P-17-1006-1004
107966,MX-K023-P-18-1001-1005
107972,MX-S035-P-14-1003-1009
20885,MX-K023-P-17-1004-1005
24927,MX-M030-P-19-1006-1008
26736,MX-M026-P-18-1001-1003
31166,MX-V040-P-16-1027-1007
31491,MX-B004-P-14-1003-1002
32408,MX-M026-P-19-1001-1003
32679,MX-F012-P-16-1015-1001
32851,MX-S035-P-18-1005-1006
33735,MX-F012-P-16-1013-1005
34354,MX-F012-P-17-1008-1003
39480,MX-V040-P-18-1025-1009
40506,MX-S037-P-17-1003-1008
40844,MX-M027-P-18-1015-1006
40896,MX-N031-P-14-1027-1002
41101,MX-F012-P-15-1013-1005
42596,MX-H016-P-18-1003-1004
43403,MX-C008-P-16-1029-1004
45456,MX-S035-P-16-1004-1003
46289,MX-V040-P-17-1021-1008
46332,MX-C008-P-15-1030-1004
46366,MX-C008-P-15-1030-1003
47825,MX-H018-P-18-1008-1001
101856,MX-G014-P-15-1001-1003
102369,MX-N031-P-16-1002-1007
106194,MX-S038-P-13-1005-1002
108081,MX-V040-P-17-1016-1002
16415,MX-A003-P-15-1001-1002
20697,MX-M026-P-17-1001-1001
20921,MX-H016-P-18-1003-1005
21331,MX-C008-P-16-1030-1005
22500,MX-S038-P-16-1007-1004
26995,MX-N031-P-14-1003-1005
27911,MX-N031-P-17-1027-1003
29322,MX-B005-P-15-1002-1002
30668,MX-A003-P-16-1012-1003
31067,MX-H018-P-16-1003-1002
31125,MX-C008-P-17-1003-1010
32513,MX-K023-P-19-1008-1001
32609,MX-M030-P-16-1006-1002
36943,MX-F012-P-15-1013-1015
38250,MX-A003-P-15-1003-1009
39169,MX-F012-P-16-1013-1011
41128,MX-M026-P-16-1005-1003
42008,MX-F012-P-16-1015-1003
42301,MX-S035-P-18-1008-1003
42419,MX-A003-P-19-1003-1001
42932,MX-M026-P-17-1009-1001
44649,MX-N031-P-16-1028-1003
44885,MX-M026-P-18-1005-1002
45639,MX-F012-P-13-1011-1002
46312,MX-V040-P-17-1010-1006
46423,MX-V040-P-18-1025-1004
46721,MX-H018-P-16-1005-1010
47314,MX-F012-P-16-1015-1004
102501,MX-H018-P-16-1005-1008
103621,MX-F012-P-16-1015-1004
105313,MX-R034-P-15-1003-1003
18829,MX-V040-P-17-1028-1005
23482,MX-N031-P-17-1027-1005
24074,MX-V040-P-17-1010-1001
26933,MX-H016-P-15-1008-1002
28295,MX-F011-P-17-1011-1002
31559,MX-A003-P-14-1005-1006
32761,MX-C008-P-19-1008-1003
34325,MX-T039-P-15-1002-1001
37954,MX-S038-P-17-1008-1002
38367,MX-N031-P-18-1031-1004
41055,MX-C008-P-19-1003-1001
41225,MX-K023-P-18-1004-1005
41421,MX-T039-P-14-1014-1003
43990,MX-V040-P-18-1021-1001
45621,MX-N031-C-15-1008-1003
45659,MX-S035-P-16-1003-1005
45960,MX-S038-P-17-1007-1003
46478,MX-M026-P-16-1001-1001
48013,MX-C008-P-15-1029-1002
48350,MX-H016-P-13-1008-1002
101347,MX-H016-P-16-1007-1003
101656,MX-V040-P-16-1016-1012
101910,MX-T039-P-15-1002-1001
102807,MX-M026-P-17-1009-1001
103344,MX-D010-C-18-1016-1026
105636,MX-H016-P-15-1003-1002
106253,MX-N031-P-16-1022-1008
107130,MX-V041-P-18-1007-1007
107687,MX-A001-P-14-1003-1001
108122,MX-M027-P-17-1005-1004
111468,MX-K023-P-18-1006-1003
22746,MX-M026-P-17-1001-1001
25542,MX-M026-P-18-1001-1003
25938,MX-M029-P-17-1001-1006
27120,MX-M026-P-16-1002-1001
29874,MX-V040-P-17-1016-1012
30597,MX-N031-P-19-1028-1006
30772,MX-K023-P-16-1005-1007
33352,MX-M026-P-18-1001-1002
33541,MX-H018-P-18-1009-1002
36258,MX-N031-P-17-1022-1004
36362,MX-M026-P-15-1002-1003
37451,MX-M030-P-18-1006-1003
37678,MX-K023-P-16-1006-1001
38243,MX-M026-P-18-1001-1002
38392,MX-F012-P-16-1005-1003
39284,MX-S038-P-18-1005-1003
39408,MX-N031-P-16-1019-1002
40550,MX-N031-P-15-1022-1002
41913,MX-T039-P-15-1014-1003
42288,MX-V040-P-16-1028-1001
43210,MX-S038-P-16-1007-1002
44556,MX-B004-P-14-1003-1002
45080,MX-M030-P-16-1006-1004
45127,MX-T039-P-15-1017-1001
46760,MX-F011-P-15-1001-1004
47451,MX-N031-P-15-1019-1002
47906,MX-B004-P-14-1005-1011
101592,MX-F012-C-19-1012-1004
102168,MX-F012-P-16-1011-1003
103130,MX-M026-P-14-1002-1002
103264,MX-S035-P-16-1003-1001
22751,MX-N031-P-16-1022-1003
25772,MX-M030-P-17-1006-1001
27925,MX-G014-P-17-1004-1003
29525,MX-T039-P-14-1013-1002
31022,MX-C008-P-18-1040-1002
32102,MX-H016-P-14-1002-1003
33059,MX-S035-P-18-1003-1009
33371,MX-R034-P-15-1003-1001
33710,MX-N031-P-15-1028-1003
33962,MX-H016-P-17-1004-1002
34388,MX-M029-P-19-1001-1009
34965,MX-V040-P-18-1028-1005
35455,MX-D010-P-17-1003-1001
36168,MX-D010-P-16-1024-1001
36368,MX-N031-P-17-1027-1006
40704,MX-H016-P-19-1007-1001
43075,MX-C008-P-17-1003-1002
43357,MX-H018-P-17-1003-1002
43888,MX-H016-P-16-1004-1003
43952,MX-K023-P-16-1005-1008
45882,MX-C008-P-13-1035-1001
46810,MX-C008-P-17-1029-1004
47625,MX-A003-P-17-1003-1014
101569,MX-S035-P-12-1003-1002
101623,MX-V040-P-15-1016-1002
104450,MX-C008-P-17-1022-1002
105298,MX-C008-P-17-1035-1002
105879,MX-M026-P-15-1006-1008
106030,MX-C008-P-18-1008-1002
106214,MX-R034-P-15-1004-1005
106350,MX-V040-P-16-1019-1001
107339,MX-C008-P-14-1003-1003
109337,MX-C008-P-17-1003-1004
110477,MX-T039-C-18-1006-1002
21872,MX-C008-P-18-1003-1008
26361,MX-V040-P-17-1016-1016
30735,MX-A003-P-13-1005-1003
31743,MX-B004-P-19-1012-1001
33289,MX-M027-P-15-1015-1006
33904,MX-B004-P-14-1003-1002
34188,MX-C008-P-17-1030-1004
34689,MX-N031-P-15-1022-1002
34763,MX-H016-P-14-1006-1003
36656,MX-C008-P-17-1034-1001
37363,MX-R034-P-18-1003-1004
39041,MX-V040-P-16-1016-1004
41064,MX-A003-P-16-1012-1012
43752,MX-C008-P-12-1019-1004
44029,MX-T039-P-18-1016-1005
44972,MX-C008-P-16-1024-1001
46236,MX-C008-P-17-1003-1006
46851,MX-N031-P-13-1003-1005
46880,MX-M026-P-15-1006-1002
46963,MX-D010-P-15-1021-1005
48203,MX-F012-P-15-1002-1003
101492,MX-C008-P-20-1003-1004
105251,MX-T039-P-16-1010-1003
27984,MX-M029-P-17-1001-1009
29094,MX-F012-P-18-1008-1005
32115,MX-F012-P-15-1013-1001
36883,MX-V040-P-15-1012-1005
37953,MX-B004-P-17-1005-1002
39175,MX-F011-P-16-1010-1003
40369,MX-K023-P-16-1003-1004
43463,MX-V040-P-18-1025-1002
43804,MX-V040-P-16-1016-1001
44085,MX-S035-P-17-1003-1010
45313,MX-N031-P-17-1027-1004
45776,MX-K023-P-17-1003-1003
46254,MX-K023-P-19-1001-1003
46575,MX-C008-P-19-1040-1007
101897,MX-V040-P-15-1016-1004
102753,MX-S035-P-16-1003-1001
102802,MX-N031-P-17-1028-1002
102959,MX-F012-P-15-1018-1002
103501,MX-L024-P-14-1008-1001
105178,MX-C008-P-16-1003-1002
105340,MX-H016-P-16-1003-1006
106125,MX-B004-P-18-1004-1004
107696,MX-M029-P-16-1001-1067
109065,MX-V040-P-17-1021-1001
22015,MX-V040-P-17-1016-1007
23488,MX-V040-P-13-1016-1004
27706,MX-V040-P-15-1025-1002
28578,MX-F012-P-16-1013-1009
28843,MX-H016-P-16-1007-1004
29582,MX-D010-P-17-1003-1001
29704,MX-N031-P-16-1028-1004
29846,MX-S035-P-17-1004-1010
30858,MX-M027-P-16-1005-1011
30864,MX-M027-P-14-1008-1004
33938,MX-J022-P-16-1007-1003
35216,MX-M026-P-19-1001-1003
36478,MX-M026-P-16-1001-1001
36786,MX-M026-P-16-1001-1001
36851,MX-V040-P-17-1015-1002
37783,MX-K023-P-16-1004-1003
37839,MX-R034-P-19-1003-1004
38079,MX-F012-C-15-1014-1002
38477,MX-H016-P-17-1002-1003
38934,MX-H018-P-15-1005-1003
40214,MX-K023-P-17-1005-1004
41762,MX-A003-P-18-1003-1009
43024,MX-S035-P-15-1004-1008
43098,MX-V040-P-14-1016-1007
44894,MX-F012-P-18-1002-1003
44921,MX-D010-P-17-1022-1003
46071,MX-R034-P-19-1006-1002
46469,MX-C008-P-16-1003-1006
47613,MX-A003-P-18-1034-1004
101837,MX-V040-P-17-1028-1001
106418,MX-C008-P-15-1035-1002
108355,MX-F012-P-12-1008-1002
112489,MX-F011-P-14-1010-1001
17769,MX-F012-P-14-1009-1001
18184,MX-S035-P-16-1005-1007
24793,MX-A003-P-16-1012-1001
24827,MX-C008-P-16-1024-1001
25812,MX-C008-P-18-1019-1001
27808,MX-M030-P-19-1006-1004
28970,MX-N031-P-17-1027-1006
29388,MX-S035-P-16-1004-1004
29451,MX-F012-P-16-1018-1003
30421,MX-S035-P-19-1003-1009
30602,MX-N031-P-16-1027-1004
30994,MX-B004-P-14-1003-1002
31143,MX-V040-P-16-1002-1003
31989,MX-V040-P-17-1002-1001
33117,MX-N031-P-16-1027-1003
33231,MX-R034-P-15-1003-1004
33894,MX-C008-P-16-1030-1005
34336,MX-N031-P-17-1028-1003
35530,MX-V040-P-12-1019-1008
36513,MX-B004-P-17-1003-1009
37174,MX-M026-P-16-1002-1003
38832,MX-H016-P-19-1004-1002
39572,MX-C008-P-16-1029-1005
42720,MX-B004-P-16-1004-1003
43055,MX-K023-P-18-1003-1014
43058,MX-J022-P-15-1007-1002
44395,MX-C008-P-17-1029-1004
45705,MX-A003-P-14-1013-1001
47460,MX-R034-P-16-1003-1004
47843,MX-C008-P-16-1035-1002
102258,MX-V040-P-17-1028-1003
103168,MX-H016-P-18-1011-1001
104318,MX-V040-P-20-1021-1002
107616,MX-N031-P-17-1022-1001
109633,MX-C008-P-15-1035-1002
17695,MX-N031-P-17-1027-1005
18227,MX-N031-P-15-1028-1001
20541,MX-H018-P-16-1008-1002
25641,MX-M026-P-18-1006-1008
27406,MX-F012-P-16-1013-1014
29204,MX-F012-P-16-1008-1006
29333,MX-A003-P-14-1003-1011
29733,MX-S035-P-18-1004-1002
31465,MX-C008-P-19-1035-1002
33109,MX-M030-P-15-1001-1002
35098,MX-V040-P-16-1002-1001
35944,MX-R034-P-18-1006-1003
36170,MX-H016-P-17-1007-1001
37095,MX-C008-P-15-1024-1002
37135,MX-F012-P-17-1013-1005
38159,MX-V040-P-16-1016-1005
38843,MX-K023-P-17-1004-1005
39307,MX-B004-P-16-1011-1002
39319,MX-M026-P-18-1006-1012
40248,MX-S035-P-16-1004-1013
40345,MX-M029-P-19-1001-1002
43059,MX-S035-P-18-1004-1012
45254,MX-V040-P-13-1019-1002
45384,MX-D010-P-18-1003-1003
45654,MX-V040-P-18-1028-1001
46228,MX-C008-P-15-1029-1003
103484,MX-V040-P-16-1016-1005
103662,MX-C008-P-14-1029-1004
103718,MX-K023-P-18-1003-1003
105395,MX-F011-P-14-1001-1007
106280,MX-D010-P-15-1021-1002
108515,MX-C009-P-15-1001-1001
22384,MX-A003-P-16-1003-1007
22906,MX-S035-P-17-1005-1006
26600,MX-H016-P-16-1007-1003
26848,MX-J022-P-14-1002-1002
30079,MX-N031-P-17-1023-1002
31362,MX-N031-P-16-1002-1003
31411,MX-A003-P-15-1003-1005
31834,MX-C008-P-17-1035-1002
37755,MX-N031-P-19-1028-1006
38878,MX-F012-P-16-1015-1005
39027,MX-C008-P-16-1035-1002
40835,MX-S035-P-18-1003-1010
41285,MX-G014-P-17-1001-1002
43149,MX-V040-P-16-1027-1003
43345,MX-M026-P-18-1001-1003
43876,MX-M029-P-19-1001-1010
44334,MX-K023-P-18-1003-1008
44780,MX-N031-P-17-1002-1003
45466,MX-H018-P-16-1005-1009
45879,MX-H018-P-17-1008-1005
46848,MX-F012-P-15-1018-1001
103325,MX-H018-P-17-1010-1001
103886,MX-C008-P-16-1029-1001
103962,MX-M030-P-17-1006-1001
27111,MX-V040-P-16-1028-1004
27605,MX-C008-P-18-1035-1003
28415,MX-N031-P-16-1002-1009
28778,MX-C008-P-16-1035-1002
32835,MX-F012-P-16-1015-1001
34174,MX-C008-P-19-1008-1003
37906,MX-C008-P-15-1003-1004
39614,MX-N031-P-16-1028-1005
39944,MX-H018-P-15-1006-1004
40575,MX-B004-P-17-1003-1006
44143,MX-S035-P-13-1003-1013
44569,MX-D010-P-15-1021-1004
45828,MX-R034-P-19-1006-1003
46805,MX-C008-P-16-1029-1007
46950,MX-N031-P-18-1031-1002
48036,MX-N031-P-17-1022-1003
104734,MX-C008-P-14-1035-1001
104971,MX-H018-P-17-1008-1004
21064,MX-N031-P-16-1028-1001
21100,MX-M026-P-17-1009-1001
21366,MX-H016-P-18-1007-1003
22144,MX-R034-P-15-1003-1006
22328,MX-M026-P-15-1002-1002
23023,MX-K023-P-18-1003-1007
24481,MX-M026-P-16-1006-1001
25442,MX-F012-P-16-1013-1005
36272,MX-C008-P-19-1003-1001
37808,MX-H016-P-16-1003-1004
39438,MX-H018-P-16-1008-1003
40565,MX-T039-P-16-1002-1002
40722,MX-A003-P-17-1001-1003
42328,MX-H016-P-15-1004-1001
43620,MX-N031-P-16-1022-1004
44093,MX-V040-P-15-1012-1003
45347,MX-S038-P-18-1005-1004
45532,MX-M027-P-18-1016-1003
46157,MX-N031-P-12-1003-1003
46313,MX-M026-P-16-1002-1005
47854,MX-C008-P-16-1031-1004
102739,MX-R034-P-18-1003-1006
19573,MX-M027-P-19-1015-1001
22245,MX-A003-P-16-1003-1009
23060,MX-S035-P-17-1003-1021
26710,MX-K023-P-16-1006-1003
28004,MX-S035-P-18-1009-1002
29186,MX-M027-P-18-1008-1002
29809,MX-N031-P-16-1028-1003
30090,MX-C008-P-19-1008-1004
31122,MX-M026-P-18-1005-1002
33284,MX-M026-P-15-1006-1006
33824,MX-F011-P-17-1011-1002
36466,MX-V040-P-16-1012-1001
38085,MX-V040-P-15-1010-1007
38259,MX-F012-P-15-1013-1005
38928,MX-K023-P-16-1004-1001
39146,MX-S035-P-16-1005-1003
39517,MX-A003-P-14-1005-1002
40087,MX-M026-P-17-1001-1001
40573,MX-V040-P-15-1028-1007
41215,MX-D010-P-17-1003-1001
41367,MX-B004-P-18-1005-1014
41513,MX-V040-P-14-1028-1004
41585,MX-K023-P-18-1004-1002
43507,MX-V040-P-18-1028-1003
44181,MX-M026-P-16-1006-1004
44639,MX-V040-P-18-1028-1005
45294,MX-C008-P-16-1029-1006
45327,MX-R034-P-15-1003-1003
45354,MX-B004-P-19-1012-1001
45527,MX-N031-P-17-1022-1004
47107,MX-T039-P-16-1017-1011
47152,MX-F012-P-19-1011-1002
47272,MX-M026-P-15-1002-1004
47597,MX-T039-P-17-1016-1004
48042,MX-J022-P-15-1004-1003
101260,MX-N031-P-15-1022-1007
101558,MX-C008-P-14-1029-1005
101861,MX-N031-C-19-1010-1009
101937,MX-M026-P-19-1001-1003
102729,MX-R034-P-18-1006-1003
102996,MX-M026-P-16-1002-1004
104501,MX-N031-P-18-1018-1002
105598,MX-H016-P-19-1008-1002
107321,MX-S038-P-17-1005-1002
21306,MX-V040-P-18-1029-1001
22072,MX-V040-P-16-1027-1005
24271,MX-N031-P-15-1027-1005
24354,MX-C008-P-16-1003-1005
25720,MX-S035-P-15-1005-1005
27712,MX-H018-P-17-1008-1004
31057,MX-C008-P-15-1035-1002
31541,MX-T039-P-15-1013-1001
32294,MX-K023-P-19-1008-1001
33740,MX-C008-P-17-1029-1006
34023,MX-V040-P-16-1028-1003
38771,MX-V040-P-18-1025-1003
39414,MX-A003-P-17-1003-1007
39849,MX-N031-P-18-1031-1002
40947,MX-J022-P-17-1009-1002
41203,MX-K023-P-17-1001-1001
43826,MX-K023-P-17-1005-1005
44276,MX-K023-P-20-1001-1001
44388,MX-M026-P-16-1006-1012
46073,MX-V040-P-18-1028-1001
46634,MX-V040-P-16-1025-1002
47131,MX-S035-P-15-1005-1004
47370,MX-V040-P-15-1010-1001
47810,MX-V040-P-15-1028-1005
102704,MX-N031-C-17-1008-1002
103223,MX-S038-P-18-1008-1006
103671,MX-V040-P-18-1021-1003
105798,MX-M029-P-15-1001-1004
21128,MX-M026-P-15-1006-1004
22996,MX-V040-P-14-1028-1006
24787,MX-M026-P-16-1008-1003
29976,MX-C008-P-18-1030-1004
36455,MX-H018-P-17-1003-1002
37880,MX-V040-P-16-1010-1007
39179,MX-M026-P-16-1001-1001
41103,MX-M026-P-16-1004-1002
41635,MX-J022-P-15-1005-1002
41904,MX-G014-P-15-1004-1002
43914,MX-D010-P-15-1021-1005
44370,MX-M027-P-15-1012-1006
45130,MX-C008-P-17-1035-1002
47706,MX-S035-P-18-1009-1001
101541,MX-S035-P-19-1003-1008
101755,MX-M026-P-17-1001-1001
102502,MX-V040-P-17-1028-1001
107213,MX-N031-P-17-1027-1006
107425,MX-V040-P-16-1026-1002
108415,MX-A003-P-18-1003-1009
111720,MX-S035-P-16-1003-1013
22253,MX-S035-P-15-1003-1018
25525,MX-T039-P-14-1014-1003
27480,MX-D010-P-18-1022-1002
28521,MX-K023-P-16-1005-1008
29599,MX-C008-P-14-1035-1004
30932,MX-S035-P-15-1003-1014
33732,MX-C008-P-16-1003-1003
35555,MX-S038-P-19-1005-1002
36506,MX-V040-P-16-1002-1010
37312,MX-H018-P-15-1003-1002
41109,MX-S035-P-17-1008-1002
46447,MX-V040-P-17-1028-1001
47160,MX-H016-P-16-1003-1003
47248,MX-S038-P-14-1005-1004
47466,MX-G014-P-14-1001-1003
48335,MX-F011-P-16-1001-1015
48376,MX-J022-P-18-1005-1008
102275,MX-M026-P-18-1002-1004
104009,MX-B004-P-16-1013-1003
104765,MX-H018-P-15-1003-1004
106653,MX-M030-P-16-1008-1003
107404,MX-H016-P-18-1007-1002
107753,MX-F012-P-16-1013-1007
109127,MX-V040-P-16-1010-1004
22373,MX-F011-P-16-1001-1008
22374,MX-C008-P-16-1030-1006
